"ID предупреждения";"Текст предупреждения"
cannot_get_last_startup_time;"Не удалось получить время последнего старта устройства"
Идентификатор;"Тип прохода";"Временная метка"
21233729;"Вход";"2024-12-15 16:05:45"
21233730;"Вход";"2024-12-15 16:05:45"
21233731;"Вход";"2024-12-15 16:05:45"
21233732;"Вход";"2024-12-15 16:05:53"
21233733;"Вход";"2024-12-15 16:05:54"
21233734;"Вход";"2024-12-15 16:05:53"
21233735;"Вход";"2024-12-15 16:05:56"
21233736;"Выход";"2024-12-15 16:05:59"
21233737;"Выход";"2024-12-15 16:06:00"
21233738;"Выход";"2024-12-15 16:06:58"
21233740;"Выход";"2024-12-15 16:06:56"
21233742;"Выход";"2024-12-15 16:06:56"
21233743;"Вход";"2024-12-15 16:07:24"
21233744;"Вход";"2024-12-15 16:07:37"
21233745;"Вход";"2024-12-15 16:07:38"
21233746;"Вход";"2024-12-15 16:07:40"
21233747;"Вход";"2024-12-15 16:07:40"
21233748;"Вход";"2024-12-15 16:07:40"
21233749;"Выход";"2024-12-15 16:07:47"
21233750;"Вход";"2024-12-15 16:07:50"
21233751;"Вход";"2024-12-15 16:07:57"
21233752;"Вход";"2024-12-15 16:07:58"
21233753;"Вход";"2024-12-15 16:07:59"
21233754;"Вход";"2024-12-15 16:07:58"
21233755;"Вход";"2024-12-15 16:08:08"
21233756;"Вход";"2024-12-15 16:08:08"
21233757;"Вход";"2024-12-15 16:08:09"
21233758;"Вход";"2024-12-15 16:08:14"
21233759;"Выход";"2024-12-15 16:08:13"
21233760;"Выход";"2024-12-15 16:08:13"
21233761;"Вход";"2024-12-15 16:08:14"
21233762;"Выход";"2024-12-15 16:08:16"
21233765;"Вход";"2024-12-15 16:08:16"
21233766;"Выход";"2024-12-15 16:08:21"
21233771;"Выход";"2024-12-15 16:08:24"
21233772;"Вход";"2024-12-15 16:08:36"
21233776;"Вход";"2024-12-15 16:08:40"
21233778;"Выход";"2024-12-15 16:08:41"
21233779;"Вход";"2024-12-15 16:08:41"
21233782;"Выход";"2024-12-15 16:08:41"
21233783;"Вход";"2024-12-15 16:08:42"
21233784;"Вход";"2024-12-15 16:08:43"
21233785;"Выход";"2024-12-15 16:08:46"
21233786;"Вход";"2024-12-15 16:08:47"
21233787;"Вход";"2024-12-15 16:08:48"
21233788;"Выход";"2024-12-15 16:08:52"
21233789;"Выход";"2024-12-15 16:09:01"
21233790;"Вход";"2024-12-15 16:09:19"
21233791;"Вход";"2024-12-15 16:09:29"
21233792;"Выход";"2024-12-15 16:10:27"
21233793;"Выход";"2024-12-15 16:10:29"
21233794;"Вход";"2024-12-15 16:10:36"
21233795;"Выход";"2024-12-15 16:10:42"
21233796;"Выход";"2024-12-15 16:10:52"
21233797;"Выход";"2024-12-15 16:10:53"
21233798;"Выход";"2024-12-15 16:10:58"
21233799;"Выход";"2024-12-15 16:10:57"
21233800;"Вход";"2024-12-15 16:11:06"
21233801;"Вход";"2024-12-15 16:11:16"
21233802;"Вход";"2024-12-15 16:11:17"
21233803;"Вход";"2024-12-15 16:11:48"
21233804;"Вход";"2024-12-15 16:11:56"
21233805;"Вход";"2024-12-15 16:11:56"
21233806;"Вход";"2024-12-15 16:12:02"
21233807;"Вход";"2024-12-15 16:12:04"
21233808;"Вход";"2024-12-15 16:12:05"
21233809;"Вход";"2024-12-15 16:12:05"
21233810;"Вход";"2024-12-15 16:12:08"
21233811;"Выход";"2024-12-15 16:12:09"
21233812;"Выход";"2024-12-15 16:12:11"
21233813;"Выход";"2024-12-15 16:12:10"
21233815;"Выход";"2024-12-15 16:12:13"
21233817;"Выход";"2024-12-15 16:12:12"
21233818;"Вход";"2024-12-15 16:12:13"
21233819;"Вход";"2024-12-15 16:12:13"
21233820;"Выход";"2024-12-15 16:12:33"
21233821;"Выход";"2024-12-15 16:12:35"
21233822;"Выход";"2024-12-15 16:12:48"
21233823;"Выход";"2024-12-15 16:12:49"
21233824;"Выход";"2024-12-15 16:12:48"
21233825;"Вход";"2024-12-15 16:13:28"
21233826;"Вход";"2024-12-15 16:13:29"
21233827;"Вход";"2024-12-15 16:13:30"
21233828;"Выход";"2024-12-15 16:13:32"
21233829;"Выход";"2024-12-15 16:13:37"
21233830;"Выход";"2024-12-15 16:13:36"
21233831;"Выход";"2024-12-15 16:13:37"
21233832;"Выход";"2024-12-15 16:13:38"
21233833;"Выход";"2024-12-15 16:13:39"
21233834;"Выход";"2024-12-15 16:13:45"
21233835;"Вход";"2024-12-15 16:13:41"
21233836;"Вход";"2024-12-15 16:13:47"
21233839;"Вход";"2024-12-15 16:13:48"
21233840;"Вход";"2024-12-15 16:13:48"
21233841;"Вход";"2024-12-15 16:13:52"
21233842;"Вход";"2024-12-15 16:13:53"
21233843;"Вход";"2024-12-15 16:13:56"
21233844;"Вход";"2024-12-15 16:13:56"
21233845;"Выход";"2024-12-15 16:13:59"
21233846;"Выход";"2024-12-15 16:13:59"
21233847;"Выход";"2024-12-15 16:14:00"
21233848;"Выход";"2024-12-15 16:14:00"
21233849;"Выход";"2024-12-15 16:14:01"
21233852;"Вход";"2024-12-15 16:14:08"
21233853;"Вход";"2024-12-15 16:14:09"
21233854;"Выход";"2024-12-15 16:14:16"
21233855;"Вход";"2024-12-15 16:14:28"
21233856;"Вход";"2024-12-15 16:14:45"
21233857;"Вход";"2024-12-15 16:14:46"
21233858;"Выход";"2024-12-15 16:14:50"
21233859;"Выход";"2024-12-15 16:14:51"
21233860;"Вход";"2024-12-15 16:14:54"
21233861;"Вход";"2024-12-15 16:14:55"
21233862;"Вход";"2024-12-15 16:14:58"
21233863;"Вход";"2024-12-15 16:14:59"
21233864;"Вход";"2024-12-15 16:15:00"
21233865;"Вход";"2024-12-15 16:15:01"
21233866;"Вход";"2024-12-15 16:15:10"
21233867;"Вход";"2024-12-15 16:15:11"
21233868;"Вход";"2024-12-15 16:15:11"
21233869;"Выход";"2024-12-15 16:15:22"
21233870;"Выход";"2024-12-15 16:15:23"
21233871;"Вход";"2024-12-15 16:15:31"
21233872;"Вход";"2024-12-15 16:15:47"
21233873;"Вход";"2024-12-15 16:15:57"
21233874;"Вход";"2024-12-15 16:15:59"
21233875;"Вход";"2024-12-15 16:15:59"
21233876;"Вход";"2024-12-15 16:16:00"
21233877;"Вход";"2024-12-15 16:15:59"
21233878;"Выход";"2024-12-15 16:16:15"
21233879;"Выход";"2024-12-15 16:16:14"
21233880;"Выход";"2024-12-15 16:16:14"
21233881;"Выход";"2024-12-15 16:16:16"
21233882;"Выход";"2024-12-15 16:16:18"
21233883;"Выход";"2024-12-15 16:16:21"
21233886;"Вход";"2024-12-15 16:16:25"
21233887;"Вход";"2024-12-15 16:16:25"
21233888;"Вход";"2024-12-15 16:16:26"
21233889;"Выход";"2024-12-15 16:16:27"
21233892;"Вход";"2024-12-15 16:16:31"
21233893;"Вход";"2024-12-15 16:16:32"
21233894;"Выход";"2024-12-15 16:16:38"
21233895;"Вход";"2024-12-15 16:16:40"
21233896;"Выход";"2024-12-15 16:16:46"
21233897;"Выход";"2024-12-15 16:16:47"
21233898;"Вход";"2024-12-15 16:16:53"
21233899;"Выход";"2024-12-15 16:16:54"
21233900;"Выход";"2024-12-15 16:16:55"
21233903;"Выход";"2024-12-15 16:16:55"
21233904;"Выход";"2024-12-15 16:17:13"
21233905;"Вход";"2024-12-15 16:17:26"
21233906;"Вход";"2024-12-15 16:17:26"
21233907;"Вход";"2024-12-15 16:17:27"
21233908;"Вход";"2024-12-15 16:17:37"
21233909;"Выход";"2024-12-15 16:17:48"
21233910;"Выход";"2024-12-15 16:17:50"
21233911;"Выход";"2024-12-15 16:17:47"
21233912;"Выход";"2024-12-15 16:17:49"
21233915;"Выход";"2024-12-15 16:17:52"
21233916;"Вход";"2024-12-15 16:17:56"
21233917;"Вход";"2024-12-15 16:17:56"
21233918;"Вход";"2024-12-15 16:17:57"
21233921;"Вход";"2024-12-15 16:18:02"
21233922;"Выход";"2024-12-15 16:18:03"
21233923;"Выход";"2024-12-15 16:18:03"
21233924;"Выход";"2024-12-15 16:18:11"
21233925;"Выход";"2024-12-15 16:18:14"
21233926;"Выход";"2024-12-15 16:18:15"
21233927;"Выход";"2024-12-15 16:18:14"
21233928;"Выход";"2024-12-15 16:18:17"
21233929;"Выход";"2024-12-15 16:18:17"
21233930;"Выход";"2024-12-15 16:18:21"
21233931;"Выход";"2024-12-15 16:18:23"
21233934;"Выход";"2024-12-15 16:18:21"
21233935;"Вход";"2024-12-15 16:18:22"
21233936;"Вход";"2024-12-15 16:18:38"
21233937;"Вход";"2024-12-15 16:18:38"
21233938;"Вход";"2024-12-15 16:18:53"
21233939;"Вход";"2024-12-15 16:19:01"
21233940;"Выход";"2024-12-15 16:19:10"
21233943;"Выход";"2024-12-15 16:19:12"
21233944;"Выход";"2024-12-15 16:19:15"
21233945;"Выход";"2024-12-15 16:19:16"
21233946;"Вход";"2024-12-15 16:19:22"
21233947;"Вход";"2024-12-15 16:19:24"
21233948;"Вход";"2024-12-15 16:19:23"
21233949;"Вход";"2024-12-15 16:19:24"
21233950;"Выход";"2024-12-15 16:19:25"
21233951;"Выход";"2024-12-15 16:19:27"
21233952;"Выход";"2024-12-15 16:19:29"
21233953;"Вход";"2024-12-15 16:19:30"
21233954;"Выход";"2024-12-15 16:20:16"
21233955;"Выход";"2024-12-15 16:20:18"
21233956;"Выход";"2024-12-15 16:20:50"
21233957;"Выход";"2024-12-15 16:20:55"
21233961;"Вход";"2024-12-15 16:20:55"
21233962;"Вход";"2024-12-15 16:21:04"
21233964;"Выход";"2024-12-15 16:21:02"
21233971;"Выход";"2024-12-15 16:21:03"
21233972;"Вход";"2024-12-15 16:21:06"
21233973;"Вход";"2024-12-15 16:21:30"
21233976;"Выход";"2024-12-15 16:21:41"
21233977;"Вход";"2024-12-15 16:21:46"
21233978;"Вход";"2024-12-15 16:21:55"
21233979;"Вход";"2024-12-15 16:21:56"
21233980;"Вход";"2024-12-15 16:21:59"
21233981;"Выход";"2024-12-15 16:22:16"
21233982;"Вход";"2024-12-15 16:22:20"
21233983;"Выход";"2024-12-15 16:22:22"
21233984;"Вход";"2024-12-15 16:22:22"
21233985;"Вход";"2024-12-15 16:22:22"
21233986;"Выход";"2024-12-15 16:22:24"
21233987;"Вход";"2024-12-15 16:22:38"
21233988;"Выход";"2024-12-15 16:22:42"
21233989;"Вход";"2024-12-15 16:23:06"
21233990;"Вход";"2024-12-15 16:23:06"
21233991;"Вход";"2024-12-15 16:23:07"
21233992;"Вход";"2024-12-15 16:23:10"
21233993;"Вход";"2024-12-15 16:23:09"
21233994;"Выход";"2024-12-15 16:23:14"
21233995;"Вход";"2024-12-15 16:23:26"
21233996;"Выход";"2024-12-15 16:23:30"
21233997;"Выход";"2024-12-15 16:23:39"
21233998;"Выход";"2024-12-15 16:23:39"
21233999;"Выход";"2024-12-15 16:23:41"
21234000;"Выход";"2024-12-15 16:23:39"
21234001;"Вход";"2024-12-15 16:23:41"
21234002;"Выход";"2024-12-15 16:23:45"
21234003;"Выход";"2024-12-15 16:23:43"
21234004;"Вход";"2024-12-15 16:23:53"
21234005;"Выход";"2024-12-15 16:24:06"
21234006;"Выход";"2024-12-15 16:24:06"
21234007;"Выход";"2024-12-15 16:24:09"
21234008;"Вход";"2024-12-15 16:24:17"
21234009;"Вход";"2024-12-15 16:24:22"
21234010;"Вход";"2024-12-15 16:24:24"
21234011;"Выход";"2024-12-15 16:24:29"
21234012;"Выход";"2024-12-15 16:24:31"
21234013;"Выход";"2024-12-15 16:24:32"
21234014;"Вход";"2024-12-15 16:24:42"
21234015;"Вход";"2024-12-15 16:24:43"
21234016;"Вход";"2024-12-15 16:24:44"
21234017;"Вход";"2024-12-15 16:24:46"
21234020;"Вход";"2024-12-15 16:24:47"
21234021;"Выход";"2024-12-15 16:24:49"
21234022;"Выход";"2024-12-15 16:24:51"
21234023;"Вход";"2024-12-15 16:24:55"
21234024;"Выход";"2024-12-15 16:24:57"
21234025;"Выход";"2024-12-15 16:24:58"
21234030;"Вход";"2024-12-15 16:25:01"
21234031;"Вход";"2024-12-15 16:25:12"
21234032;"Вход";"2024-12-15 16:25:14"
21234033;"Вход";"2024-12-15 16:25:14"
21234036;"Вход";"2024-12-15 16:25:34"
21234037;"Выход";"2024-12-15 16:25:36"
21234038;"Выход";"2024-12-15 16:25:34"
21234039;"Выход";"2024-12-15 16:25:48"
21234040;"Выход";"2024-12-15 16:25:50"
21234041;"Выход";"2024-12-15 16:25:50"
21234042;"Выход";"2024-12-15 16:25:52"
21234043;"Вход";"2024-12-15 16:25:59"
21234044;"Выход";"2024-12-15 16:26:15"
21234047;"Выход";"2024-12-15 16:26:26"
21234048;"Выход";"2024-12-15 16:26:27"
21234049;"Выход";"2024-12-15 16:26:29"
21234050;"Вход";"2024-12-15 16:26:32"
21234053;"Вход";"2024-12-15 16:26:33"
21234054;"Вход";"2024-12-15 16:26:33"
21234055;"Вход";"2024-12-15 16:26:34"
21234056;"Вход";"2024-12-15 16:26:49"
21234058;"Вход";"2024-12-15 16:26:49"
21234060;"Вход";"2024-12-15 16:26:55"
21234067;"Выход";"2024-12-15 16:27:05"
21234068;"Выход";"2024-12-15 16:27:03"
21234069;"Выход";"2024-12-15 16:27:05"
21234070;"Выход";"2024-12-15 16:27:05"
21234072;"Выход";"2024-12-15 16:27:06"
21234073;"Выход";"2024-12-15 16:27:09"
21234075;"Вход";"2024-12-15 16:27:10"
21234076;"Вход";"2024-12-15 16:27:12"
21234077;"Выход";"2024-12-15 16:27:12"
21234078;"Вход";"2024-12-15 16:27:15"
21234079;"Выход";"2024-12-15 16:27:20"
21234080;"Выход";"2024-12-15 16:27:21"
21234081;"Выход";"2024-12-15 16:27:22"
21234082;"Выход";"2024-12-15 16:27:22"
21234083;"Выход";"2024-12-15 16:27:24"
21234086;"Вход";"2024-12-15 16:27:28"
21234087;"Вход";"2024-12-15 16:27:29"
21234088;"Вход";"2024-12-15 16:27:29"
21234089;"Вход";"2024-12-15 16:27:29"
21234090;"Выход";"2024-12-15 16:27:44"
21234091;"Выход";"2024-12-15 16:27:46"
21234092;"Выход";"2024-12-15 16:27:56"
21234093;"Выход";"2024-12-15 16:27:57"
21234094;"Выход";"2024-12-15 16:27:56"
21234095;"Выход";"2024-12-15 16:27:58"
21234096;"Вход";"2024-12-15 16:28:01"
21234097;"Вход";"2024-12-15 16:28:02"
21234098;"Выход";"2024-12-15 16:28:06"
21234099;"Выход";"2024-12-15 16:28:07"
21234100;"Выход";"2024-12-15 16:28:07"
21234101;"Выход";"2024-12-15 16:28:08"
21234102;"Выход";"2024-12-15 16:28:11"
21234103;"Выход";"2024-12-15 16:28:13"
21234104;"Выход";"2024-12-15 16:28:20"
21234105;"Выход";"2024-12-15 16:28:21"
21234106;"Вход";"2024-12-15 16:28:35"
21234107;"Вход";"2024-12-15 16:28:39"
21234108;"Выход";"2024-12-15 16:28:41"
21234110;"Выход";"2024-12-15 16:28:50"
21234112;"Выход";"2024-12-15 16:28:50"
21234113;"Выход";"2024-12-15 16:29:33"
21234114;"Выход";"2024-12-15 16:29:44"
21234115;"Выход";"2024-12-15 16:29:46"
21234116;"Выход";"2024-12-15 16:30:05"
21234117;"Вход";"2024-12-15 16:30:06"
21234118;"Вход";"2024-12-15 16:30:07"
21234121;"Вход";"2024-12-15 16:30:27"
21234122;"Выход";"2024-12-15 16:30:26"
21234123;"Вход";"2024-12-15 16:30:29"
21234124;"Вход";"2024-12-15 16:30:28"
21234125;"Вход";"2024-12-15 16:30:29"
21234128;"Вход";"2024-12-15 16:30:30"
21234129;"Выход";"2024-12-15 16:30:44"
21234130;"Выход";"2024-12-15 16:30:46"
21234131;"Выход";"2024-12-15 16:30:47"
21234132;"Выход";"2024-12-15 16:30:47"
21234133;"Вход";"2024-12-15 16:30:47"
21234134;"Выход";"2024-12-15 16:30:50"
21234135;"Выход";"2024-12-15 16:30:55"
21234136;"Вход";"2024-12-15 16:31:11"
21234137;"Вход";"2024-12-15 16:31:12"
21234138;"Вход";"2024-12-15 16:31:34"
21234139;"Вход";"2024-12-15 16:31:33"
21234140;"Выход";"2024-12-15 16:31:45"
21234141;"Выход";"2024-12-15 16:31:47"
21234142;"Выход";"2024-12-15 16:32:02"
21234143;"Вход";"2024-12-15 16:32:09"
21234144;"Вход";"2024-12-15 16:32:11"
21234145;"Вход";"2024-12-15 16:32:13"
21234146;"Вход";"2024-12-15 16:32:12"
21234147;"Вход";"2024-12-15 16:32:12"
21234148;"Выход";"2024-12-15 16:32:39"
21234149;"Выход";"2024-12-15 16:32:39"
21234150;"Вход";"2024-12-15 16:32:52"
21234151;"Выход";"2024-12-15 16:32:54"
21234152;"Вход";"2024-12-15 16:32:56"
21234153;"Вход";"2024-12-15 16:32:56"
21234154;"Вход";"2024-12-15 16:32:56"
21234155;"Вход";"2024-12-15 16:32:57"
21234156;"Вход";"2024-12-15 16:33:11"
21234157;"Вход";"2024-12-15 16:33:13"
21234158;"Выход";"2024-12-15 16:33:27"
21234159;"Выход";"2024-12-15 16:33:34"
21234160;"Выход";"2024-12-15 16:33:37"
21234161;"Выход";"2024-12-15 16:33:36"
21234162;"Выход";"2024-12-15 16:33:37"
21234163;"Вход";"2024-12-15 16:33:37"
21234164;"Вход";"2024-12-15 16:33:38"
21234165;"Вход";"2024-12-15 16:33:38"
21234166;"Выход";"2024-12-15 16:33:51"
21234167;"Выход";"2024-12-15 16:33:53"
21234168;"Выход";"2024-12-15 16:34:00"
21234169;"Выход";"2024-12-15 16:33:59"
21234172;"Вход";"2024-12-15 16:34:14"
21234175;"Вход";"2024-12-15 16:34:21"
21234178;"Выход";"2024-12-15 16:34:28"
21234179;"Выход";"2024-12-15 16:34:30"
21234180;"Выход";"2024-12-15 16:34:30"
21234181;"Вход";"2024-12-15 16:34:32"
21234182;"Вход";"2024-12-15 16:34:31"
21234183;"Вход";"2024-12-15 16:34:33"
21234184;"Выход";"2024-12-15 16:34:41"
21234185;"Выход";"2024-12-15 16:34:40"
21234186;"Вход";"2024-12-15 16:34:48"
21234187;"Вход";"2024-12-15 16:34:48"
21234188;"Выход";"2024-12-15 16:34:50"
21234189;"Вход";"2024-12-15 16:35:04"
21234190;"Вход";"2024-12-15 16:35:03"
21234191;"Вход";"2024-12-15 16:35:06"
21234192;"Вход";"2024-12-15 16:35:14"
21234193;"Вход";"2024-12-15 16:35:16"
21234194;"Вход";"2024-12-15 16:35:16"
21234198;"Выход";"2024-12-15 16:35:22"
21234200;"Вход";"2024-12-15 16:35:23"
21234201;"Вход";"2024-12-15 16:35:31"
21234204;"Вход";"2024-12-15 16:35:51"
21234205;"Вход";"2024-12-15 16:35:51"
21234206;"Вход";"2024-12-15 16:35:58"
21234207;"Выход";"2024-12-15 16:35:59"
21234208;"Выход";"2024-12-15 16:36:00"
21234209;"Выход";"2024-12-15 16:36:35"
21234210;"Выход";"2024-12-15 16:36:36"
21234211;"Выход";"2024-12-15 16:36:45"
21234212;"Вход";"2024-12-15 16:36:58"
21234213;"Выход";"2024-12-15 16:36:59"
21234215;"Выход";"2024-12-15 16:37:09"
21234217;"Выход";"2024-12-15 16:37:11"
21234218;"Выход";"2024-12-15 16:37:12"
21234219;"Вход";"2024-12-15 16:37:23"
21234220;"Вход";"2024-12-15 16:37:23"
21234221;"Вход";"2024-12-15 16:37:27"
21234224;"Вход";"2024-12-15 16:37:38"
21234225;"Выход";"2024-12-15 16:37:41"
21234226;"Вход";"2024-12-15 16:37:41"
21234227;"Вход";"2024-12-15 16:37:42"
21234228;"Вход";"2024-12-15 16:37:42"
21234229;"Выход";"2024-12-15 16:37:45"
21234230;"Выход";"2024-12-15 16:37:58"
21234231;"Выход";"2024-12-15 16:37:58"
21234232;"Выход";"2024-12-15 16:38:02"
21234233;"Выход";"2024-12-15 16:37:59"
21234234;"Выход";"2024-12-15 16:38:04"
21234235;"Вход";"2024-12-15 16:38:05"
21234236;"Выход";"2024-12-15 16:38:05"
21234237;"Выход";"2024-12-15 16:38:10"
21234238;"Вход";"2024-12-15 16:38:10"
21234239;"Вход";"2024-12-15 16:38:11"
21234240;"Выход";"2024-12-15 16:38:45"
21234241;"Выход";"2024-12-15 16:38:58"
21234242;"Выход";"2024-12-15 16:38:59"
21234243;"Вход";"2024-12-15 16:39:01"
21234244;"Вход";"2024-12-15 16:39:01"
21234245;"Вход";"2024-12-15 16:39:02"
21234246;"Выход";"2024-12-15 16:39:19"
21234247;"Выход";"2024-12-15 16:39:34"
21234248;"Выход";"2024-12-15 16:39:34"
21234249;"Выход";"2024-12-15 16:39:34"
21234250;"Выход";"2024-12-15 16:39:36"
21234251;"Вход";"2024-12-15 16:40:00"
21234252;"Вход";"2024-12-15 16:40:06"
21234253;"Выход";"2024-12-15 16:40:22"
21234254;"Выход";"2024-12-15 16:40:22"
21234255;"Выход";"2024-12-15 16:40:24"
21234256;"Выход";"2024-12-15 16:40:46"
21234261;"Выход";"2024-12-15 16:40:45"
21234262;"Выход";"2024-12-15 16:40:47"
21234263;"Выход";"2024-12-15 16:40:48"
21234264;"Выход";"2024-12-15 16:40:55"
21234265;"Вход";"2024-12-15 16:40:56"
21234266;"Выход";"2024-12-15 16:40:59"
21234267;"Выход";"2024-12-15 16:41:12"
21234268;"Вход";"2024-12-15 16:41:18"
21234269;"Выход";"2024-12-15 16:41:33"
21234270;"Выход";"2024-12-15 16:41:41"
21234271;"Вход";"2024-12-15 16:41:40"
21234272;"Вход";"2024-12-15 16:41:41"
21234273;"Вход";"2024-12-15 16:41:43"
21234274;"Выход";"2024-12-15 16:42:07"
21234275;"Выход";"2024-12-15 16:42:10"
21234276;"Выход";"2024-12-15 16:42:11"
21234277;"Выход";"2024-12-15 16:42:14"
21234278;"Выход";"2024-12-15 16:42:14"
21234279;"Выход";"2024-12-15 16:42:16"
21234280;"Выход";"2024-12-15 16:42:16"
21234281;"Выход";"2024-12-15 16:42:19"
21234282;"Выход";"2024-12-15 16:42:16"
21234283;"Выход";"2024-12-15 16:42:21"
21234284;"Выход";"2024-12-15 16:42:24"
21234285;"Вход";"2024-12-15 16:42:28"
21234286;"Вход";"2024-12-15 16:42:27"
21234287;"Вход";"2024-12-15 16:42:29"
21234288;"Выход";"2024-12-15 16:42:38"
21234289;"Выход";"2024-12-15 16:42:39"
21234290;"Выход";"2024-12-15 16:42:38"
21234291;"Выход";"2024-12-15 16:42:40"
21234292;"Вход";"2024-12-15 16:42:47"
21234293;"Вход";"2024-12-15 16:42:51"
21234294;"Выход";"2024-12-15 16:43:08"
21234295;"Вход";"2024-12-15 16:43:15"
21234296;"Вход";"2024-12-15 16:43:19"
21234297;"Выход";"2024-12-15 16:43:28"
21234298;"Выход";"2024-12-15 16:43:29"
21234299;"Вход";"2024-12-15 16:43:40"
21234300;"Выход";"2024-12-15 16:43:41"
21234301;"Выход";"2024-12-15 16:43:43"
21234302;"Вход";"2024-12-15 16:43:42"
21234303;"Вход";"2024-12-15 16:43:43"
21234304;"Вход";"2024-12-15 16:43:46"
21234305;"Вход";"2024-12-15 16:43:47"
21234308;"Вход";"2024-12-15 16:43:57"
21234309;"Вход";"2024-12-15 16:43:58"
21234310;"Вход";"2024-12-15 16:43:59"
21234311;"Вход";"2024-12-15 16:44:00"
21234312;"Вход";"2024-12-15 16:44:01"
21234313;"Вход";"2024-12-15 16:44:02"
21234314;"Вход";"2024-12-15 16:44:02"
21234315;"Вход";"2024-12-15 16:44:03"
21234316;"Вход";"2024-12-15 16:44:06"
21234317;"Выход";"2024-12-15 16:44:18"
21234318;"Вход";"2024-12-15 16:44:31"
21234319;"Вход";"2024-12-15 16:44:32"
21234324;"Вход";"2024-12-15 16:44:47"
21234325;"Вход";"2024-12-15 16:44:48"
21234326;"Вход";"2024-12-15 16:44:52"
21234327;"Выход";"2024-12-15 16:45:16"
21234328;"Выход";"2024-12-15 16:45:19"
21234329;"Вход";"2024-12-15 16:45:19"
21234330;"Вход";"2024-12-15 16:45:20"
21234331;"Выход";"2024-12-15 16:45:50"
21234332;"Выход";"2024-12-15 16:46:06"
21234333;"Выход";"2024-12-15 16:46:07"
21234334;"Выход";"2024-12-15 16:46:08"
21234335;"Выход";"2024-12-15 16:46:10"
21234336;"Выход";"2024-12-15 16:46:08"
21234337;"Выход";"2024-12-15 16:46:36"
21234338;"Выход";"2024-12-15 16:46:35"
21234341;"Выход";"2024-12-15 16:46:39"
21234342;"Выход";"2024-12-15 16:46:40"
21234343;"Выход";"2024-12-15 16:46:46"
21234344;"Выход";"2024-12-15 16:46:47"
21234345;"Выход";"2024-12-15 16:46:47"
21234346;"Выход";"2024-12-15 16:46:46"
21234347;"Вход";"2024-12-15 16:46:53"
21234348;"Вход";"2024-12-15 16:46:53"
21234349;"Вход";"2024-12-15 16:46:53"
21234350;"Выход";"2024-12-15 16:46:57"
21234351;"Вход";"2024-12-15 16:46:56"
21234352;"Вход";"2024-12-15 16:46:57"
21234353;"Вход";"2024-12-15 16:47:00"
21234354;"Выход";"2024-12-15 16:47:03"
21234355;"Выход";"2024-12-15 16:47:05"
21234356;"Вход";"2024-12-15 16:47:04"
21234357;"Выход";"2024-12-15 16:47:06"
21234358;"Выход";"2024-12-15 16:47:07"
21234361;"Вход";"2024-12-15 16:47:12"
21234362;"Вход";"2024-12-15 16:47:15"
21234367;"Вход";"2024-12-15 16:47:25"
21234368;"Вход";"2024-12-15 16:47:25"
21234369;"Вход";"2024-12-15 16:47:26"
21234370;"Выход";"2024-12-15 16:47:42"
21234371;"Вход";"2024-12-15 16:47:49"
21234372;"Вход";"2024-12-15 16:48:33"
21234373;"Вход";"2024-12-15 16:48:34"
21234374;"Выход";"2024-12-15 16:48:43"
21234375;"Выход";"2024-12-15 16:48:50"
21234376;"Выход";"2024-12-15 16:48:51"
21234377;"Выход";"2024-12-15 16:48:55"
21234378;"Выход";"2024-12-15 16:48:55"
21234379;"Вход";"2024-12-15 16:48:58"
21234380;"Вход";"2024-12-15 16:49:05"
21234381;"Вход";"2024-12-15 16:49:18"
21234382;"Вход";"2024-12-15 16:49:19"
21234383;"Вход";"2024-12-15 16:49:23"
21234384;"Вход";"2024-12-15 16:49:23"
21234385;"Выход";"2024-12-15 16:49:24"
21234386;"Выход";"2024-12-15 16:49:29"
21234387;"Выход";"2024-12-15 16:49:30"
21234388;"Вход";"2024-12-15 16:49:35"
21234389;"Вход";"2024-12-15 16:49:35"
21234390;"Вход";"2024-12-15 16:49:36"
21234391;"Вход";"2024-12-15 16:49:44"
21234392;"Вход";"2024-12-15 16:49:45"
21234393;"Вход";"2024-12-15 16:49:48"
21234396;"Вход";"2024-12-15 16:49:50"
21234399;"Вход";"2024-12-15 16:49:51"
21234400;"Выход";"2024-12-15 16:49:57"
21234401;"Выход";"2024-12-15 16:50:02"
21234402;"Вход";"2024-12-15 16:50:03"
21234403;"Выход";"2024-12-15 16:50:17"
21234404;"Выход";"2024-12-15 16:50:16"
21234405;"Вход";"2024-12-15 16:50:19"
21234406;"Выход";"2024-12-15 16:50:22"
21234407;"Выход";"2024-12-15 16:50:23"
21234410;"Выход";"2024-12-15 16:50:24"
21234411;"Выход";"2024-12-15 16:50:26"
21234412;"Выход";"2024-12-15 16:50:27"
21234413;"Выход";"2024-12-15 16:50:26"
21234414;"Выход";"2024-12-15 16:50:32"
21234415;"Выход";"2024-12-15 16:50:31"
21234416;"Вход";"2024-12-15 16:50:30"
21234417;"Вход";"2024-12-15 16:50:43"
21234418;"Вход";"2024-12-15 16:50:42"
21234419;"Вход";"2024-12-15 16:50:48"
21234420;"Выход";"2024-12-15 16:50:48"
21234421;"Выход";"2024-12-15 16:50:49"
21234422;"Вход";"2024-12-15 16:50:55"
21234423;"Вход";"2024-12-15 16:51:06"
21234424;"Вход";"2024-12-15 16:51:10"
