"ID предупреждения";"Текст предупреждения"
cannot_get_last_startup_time;"Не удалось получить время последнего старта устройства"
Идентификатор;"Тип прохода";"Временная метка"
21230663;"Вход";"2024-12-15 12:32:22"
21230664;"Вход";"2024-12-15 12:32:24"
21230665;"Выход";"2024-12-15 12:32:26"
21230666;"Выход";"2024-12-15 12:32:26"
21230668;"Выход";"2024-12-15 12:32:30"
21230670;"Выход";"2024-12-15 12:32:47"
21230671;"Вход";"2024-12-15 12:32:31"
21230674;"Вход";"2024-12-15 12:32:33"
21230675;"Вход";"2024-12-15 12:32:38"
21230676;"Вход";"2024-12-15 12:32:39"
21230677;"Выход";"2024-12-15 12:33:07"
21230684;"Вход";"2024-12-15 12:33:27"
21230685;"Вход";"2024-12-15 12:33:38"
21230686;"Вход";"2024-12-15 12:33:39"
21230687;"Выход";"2024-12-15 12:33:57"
21230688;"Выход";"2024-12-15 12:33:59"
21230689;"Выход";"2024-12-15 12:34:05"
21230692;"Выход";"2024-12-15 12:33:58"
21230693;"Выход";"2024-12-15 12:33:58"
21230694;"Выход";"2024-12-15 12:34:00"
21230695;"Выход";"2024-12-15 12:34:00"
21230696;"Вход";"2024-12-15 12:34:10"
21230697;"Вход";"2024-12-15 12:34:11"
21230698;"Вход";"2024-12-15 12:34:12"
21230699;"Выход";"2024-12-15 12:34:41"
21230700;"Выход";"2024-12-15 12:34:44"
21230701;"Выход";"2024-12-15 12:34:43"
21230702;"Вход";"2024-12-15 12:35:21"
21230703;"Вход";"2024-12-15 12:35:51"
21230704;"Вход";"2024-12-15 12:35:51"
21230705;"Вход";"2024-12-15 12:35:54"
21230706;"Вход";"2024-12-15 12:35:54"
21230709;"Вход";"2024-12-15 12:35:58"
21230710;"Вход";"2024-12-15 12:36:02"
21230711;"Вход";"2024-12-15 12:36:28"
21230712;"Вход";"2024-12-15 12:36:28"
21230713;"Вход";"2024-12-15 12:36:29"
21230714;"Вход";"2024-12-15 12:36:32"
21230715;"Вход";"2024-12-15 12:36:33"
21230716;"Вход";"2024-12-15 12:36:33"
21230717;"Выход";"2024-12-15 12:36:50"
21230718;"Выход";"2024-12-15 12:36:45"
21230721;"Вход";"2024-12-15 12:37:19"
21230722;"Вход";"2024-12-15 12:37:20"
21230723;"Выход";"2024-12-15 12:37:23"
21230724;"Вход";"2024-12-15 12:37:33"
21230725;"Вход";"2024-12-15 12:37:33"
21230726;"Вход";"2024-12-15 12:37:35"
21230727;"Вход";"2024-12-15 12:38:09"
21230728;"Вход";"2024-12-15 12:38:10"
21230731;"Вход";"2024-12-15 12:38:23"
21230732;"Вход";"2024-12-15 12:38:28"
21230733;"Выход";"2024-12-15 12:38:29"
21230734;"Выход";"2024-12-15 12:38:28"
21230735;"Выход";"2024-12-15 12:38:58"
21230736;"Выход";"2024-12-15 12:39:10"
21230737;"Вход";"2024-12-15 12:39:14"
21230738;"Вход";"2024-12-15 12:39:17"
21230739;"Вход";"2024-12-15 12:39:18"
21230740;"Вход";"2024-12-15 12:39:21"
21230741;"Вход";"2024-12-15 12:39:22"
21230742;"Вход";"2024-12-15 12:39:22"
21230743;"Вход";"2024-12-15 12:39:31"
21230744;"Вход";"2024-12-15 12:39:41"
21230745;"Вход";"2024-12-15 12:39:42"
21230746;"Вход";"2024-12-15 12:39:55"
21230747;"Вход";"2024-12-15 12:39:56"
21230748;"Вход";"2024-12-15 12:39:59"
21230749;"Вход";"2024-12-15 12:40:00"
21230750;"Вход";"2024-12-15 12:40:00"
21230751;"Вход";"2024-12-15 12:40:01"
21230752;"Вход";"2024-12-15 12:40:08"
21230753;"Вход";"2024-12-15 12:40:09"
21230754;"Вход";"2024-12-15 12:40:10"
21230755;"Вход";"2024-12-15 12:40:21"
21230756;"Вход";"2024-12-15 12:40:21"
21230757;"Вход";"2024-12-15 12:40:21"
21230760;"Выход";"2024-12-15 12:41:03"
21230763;"Выход";"2024-12-15 12:41:02"
21230764;"Выход";"2024-12-15 12:41:02"
21230765;"Выход";"2024-12-15 12:41:22"
21230766;"Выход";"2024-12-15 12:41:37"
21230767;"Вход";"2024-12-15 12:41:37"
21230768;"Вход";"2024-12-15 12:41:37"
21230769;"Выход";"2024-12-15 12:41:52"
21230770;"Выход";"2024-12-15 12:41:49"
21230771;"Выход";"2024-12-15 12:41:50"
21230772;"Вход";"2024-12-15 12:41:50"
21230773;"Вход";"2024-12-15 12:41:51"
21230774;"Выход";"2024-12-15 12:42:06"
21230775;"Выход";"2024-12-15 12:42:08"
21230776;"Выход";"2024-12-15 12:42:06"
21230777;"Выход";"2024-12-15 12:42:27"
21230778;"Вход";"2024-12-15 12:42:25"
21230779;"Вход";"2024-12-15 12:42:26"
21230780;"Вход";"2024-12-15 12:42:30"
21230781;"Вход";"2024-12-15 12:42:28"
21230782;"Вход";"2024-12-15 12:42:41"
21230783;"Вход";"2024-12-15 12:42:41"
21230784;"Вход";"2024-12-15 12:42:42"
21230785;"Вход";"2024-12-15 12:42:52"
21230786;"Вход";"2024-12-15 12:42:52"
21230787;"Вход";"2024-12-15 12:42:55"
21230788;"Выход";"2024-12-15 12:43:09"
21230789;"Выход";"2024-12-15 12:43:07"
21230790;"Вход";"2024-12-15 12:43:11"
21230791;"Вход";"2024-12-15 12:43:12"
21230792;"Вход";"2024-12-15 12:43:18"
21230793;"Вход";"2024-12-15 12:43:17"
21230794;"Выход";"2024-12-15 12:43:47"
21230795;"Выход";"2024-12-15 12:43:48"
21230796;"Выход";"2024-12-15 12:43:47"
21230797;"Выход";"2024-12-15 12:43:48"
21230798;"Выход";"2024-12-15 12:43:49"
21230799;"Выход";"2024-12-15 12:43:52"
21230800;"Выход";"2024-12-15 12:43:49"
21230801;"Выход";"2024-12-15 12:44:16"
21230802;"Выход";"2024-12-15 12:44:15"
21230803;"Выход";"2024-12-15 12:44:20"
21230804;"Выход";"2024-12-15 12:44:18"
21230805;"Выход";"2024-12-15 12:44:23"
21230806;"Выход";"2024-12-15 12:44:22"
21230807;"Выход";"2024-12-15 12:44:22"
21230808;"Выход";"2024-12-15 12:44:26"
21230809;"Выход";"2024-12-15 12:44:24"
21230810;"Выход";"2024-12-15 12:44:24"
21230811;"Вход";"2024-12-15 12:44:26"
21230812;"Выход";"2024-12-15 12:44:36"
21230813;"Вход";"2024-12-15 12:44:27"
21230815;"Выход";"2024-12-15 12:44:27"
21230817;"Вход";"2024-12-15 12:44:28"
21230818;"Выход";"2024-12-15 12:44:34"
21230819;"Вход";"2024-12-15 12:45:25"
21230820;"Вход";"2024-12-15 12:45:24"
21230821;"Вход";"2024-12-15 12:46:20"
21230822;"Вход";"2024-12-15 12:46:21"
21230823;"Вход";"2024-12-15 12:46:30"
21230824;"Вход";"2024-12-15 12:46:32"
21230825;"Вход";"2024-12-15 12:46:43"
21230826;"Выход";"2024-12-15 12:46:52"
21230827;"Вход";"2024-12-15 12:46:58"
21230828;"Вход";"2024-12-15 12:46:58"
21230829;"Вход";"2024-12-15 12:46:59"
21230830;"Вход";"2024-12-15 12:47:13"
21230831;"Вход";"2024-12-15 12:47:14"
21230832;"Вход";"2024-12-15 12:47:15"
21230833;"Вход";"2024-12-15 12:47:15"
21230834;"Вход";"2024-12-15 12:47:15"
21230835;"Вход";"2024-12-15 12:47:32"
21230836;"Выход";"2024-12-15 12:47:48"
21230837;"Выход";"2024-12-15 12:48:16"
21230838;"Выход";"2024-12-15 12:48:18"
21230839;"Вход";"2024-12-15 12:48:44"
21230840;"Вход";"2024-12-15 12:49:34"
21230841;"Вход";"2024-12-15 12:49:48"
21230842;"Вход";"2024-12-15 12:49:49"
21230843;"Выход";"2024-12-15 12:50:19"
21230844;"Выход";"2024-12-15 12:50:17"
21230845;"Выход";"2024-12-15 12:50:55"
21230846;"Выход";"2024-12-15 12:50:55"
21230847;"Выход";"2024-12-15 12:50:57"
21230848;"Выход";"2024-12-15 12:50:57"
21230849;"Выход";"2024-12-15 12:51:08"
21230850;"Выход";"2024-12-15 12:51:20"
21230851;"Вход";"2024-12-15 12:51:37"
21230852;"Вход";"2024-12-15 12:51:40"
21230855;"Вход";"2024-12-15 12:51:40"
21230856;"Вход";"2024-12-15 12:51:41"
21230857;"Вход";"2024-12-15 12:51:43"
21230858;"Выход";"2024-12-15 12:51:52"
21230859;"Вход";"2024-12-15 12:51:53"
21230860;"Вход";"2024-12-15 12:51:53"
21230861;"Вход";"2024-12-15 12:52:00"
21230862;"Вход";"2024-12-15 12:52:00"
21230863;"Выход";"2024-12-15 12:52:12"
21230864;"Выход";"2024-12-15 12:52:12"
21230865;"Вход";"2024-12-15 12:52:16"
21230866;"Вход";"2024-12-15 12:52:26"
21230867;"Вход";"2024-12-15 12:52:50"
21230868;"Вход";"2024-12-15 12:52:50"
21230869;"Выход";"2024-12-15 12:52:52"
21230870;"Выход";"2024-12-15 12:52:52"
21230871;"Выход";"2024-12-15 12:52:52"
21230872;"Вход";"2024-12-15 12:52:55"
21230873;"Вход";"2024-12-15 12:52:55"
21230874;"Вход";"2024-12-15 12:52:56"
21230875;"Вход";"2024-12-15 12:52:57"
21230876;"Выход";"2024-12-15 12:53:12"
21230877;"Выход";"2024-12-15 12:53:27"
21230878;"Выход";"2024-12-15 12:53:18"
21230879;"Вход";"2024-12-15 12:53:21"
21230880;"Вход";"2024-12-15 12:53:21"
21230881;"Вход";"2024-12-15 12:53:29"
21230882;"Вход";"2024-12-15 12:53:29"
21230883;"Вход";"2024-12-15 12:53:38"
21230884;"Вход";"2024-12-15 12:53:41"
21230885;"Вход";"2024-12-15 12:53:44"
21230886;"Вход";"2024-12-15 12:53:45"
21230889;"Вход";"2024-12-15 12:53:50"
21230890;"Выход";"2024-12-15 12:54:19"
21230891;"Выход";"2024-12-15 12:54:20"
21230892;"Выход";"2024-12-15 12:54:19"
21230893;"Выход";"2024-12-15 12:54:30"
21230894;"Вход";"2024-12-15 12:55:23"
21230895;"Вход";"2024-12-15 12:55:23"
21230896;"Выход";"2024-12-15 12:55:32"
21230897;"Выход";"2024-12-15 12:55:33"
21230898;"Вход";"2024-12-15 12:55:34"
21230899;"Выход";"2024-12-15 12:55:40"
21230900;"Вход";"2024-12-15 12:55:42"
21230901;"Выход";"2024-12-15 12:55:42"
21230904;"Вход";"2024-12-15 12:55:52"
21230905;"Вход";"2024-12-15 12:55:54"
21230906;"Вход";"2024-12-15 12:55:54"
21230907;"Вход";"2024-12-15 12:55:56"
21230908;"Выход";"2024-12-15 12:56:07"
21230909;"Выход";"2024-12-15 12:56:05"
21230910;"Выход";"2024-12-15 12:56:21"
21230911;"Вход";"2024-12-15 12:56:11"
21230912;"Вход";"2024-12-15 12:56:14"
21230915;"Вход";"2024-12-15 12:56:16"
21230916;"Вход";"2024-12-15 12:56:17"
21230917;"Выход";"2024-12-15 12:56:21"
21230918;"Выход";"2024-12-15 12:56:40"
21230919;"Выход";"2024-12-15 12:56:21"
21230920;"Выход";"2024-12-15 12:56:21"
21230921;"Выход";"2024-12-15 12:56:22"
21230922;"Выход";"2024-12-15 12:56:23"
21230923;"Вход";"2024-12-15 12:56:32"
21230924;"Вход";"2024-12-15 12:56:33"
21230925;"Вход";"2024-12-15 12:57:16"
21230926;"Вход";"2024-12-15 12:57:22"
21230927;"Выход";"2024-12-15 12:57:28"
21230928;"Вход";"2024-12-15 12:57:30"
21230929;"Вход";"2024-12-15 12:57:31"
21230930;"Вход";"2024-12-15 12:57:31"
21230931;"Выход";"2024-12-15 12:57:42"
21230932;"Выход";"2024-12-15 12:57:37"
21230933;"Выход";"2024-12-15 12:57:37"
21230934;"Выход";"2024-12-15 12:57:56"
21230935;"Выход";"2024-12-15 12:57:55"
21230936;"Выход";"2024-12-15 12:57:56"
21230937;"Выход";"2024-12-15 12:57:59"
21230938;"Выход";"2024-12-15 12:57:59"
21230939;"Выход";"2024-12-15 12:58:09"
21230940;"Вход";"2024-12-15 12:58:50"
21230941;"Выход";"2024-12-15 12:58:50"
21230942;"Выход";"2024-12-15 12:58:51"
21230943;"Выход";"2024-12-15 12:58:53"
21230944;"Выход";"2024-12-15 12:58:56"
21230947;"Выход";"2024-12-15 12:59:12"
21230948;"Выход";"2024-12-15 12:58:56"
21230949;"Вход";"2024-12-15 12:59:12"
21230950;"Вход";"2024-12-15 12:59:12"
21230951;"Вход";"2024-12-15 12:59:13"
21230952;"Вход";"2024-12-15 12:59:19"
21230953;"Вход";"2024-12-15 12:59:20"
21230954;"Вход";"2024-12-15 12:59:34"
21230955;"Вход";"2024-12-15 12:59:43"
21230957;"Выход";"2024-12-15 13:00:12"
21230958;"Выход";"2024-12-15 13:00:12"
21230959;"Вход";"2024-12-15 13:00:19"
21230961;"Выход";"2024-12-15 13:00:29"
21230962;"Выход";"2024-12-15 13:00:29"
21230963;"Вход";"2024-12-15 13:00:42"
21230964;"Выход";"2024-12-15 13:00:48"
21230965;"Выход";"2024-12-15 13:01:04"
21230966;"Выход";"2024-12-15 13:01:03"
21230967;"Выход";"2024-12-15 13:01:05"
21230968;"Выход";"2024-12-15 13:01:12"
21230969;"Выход";"2024-12-15 13:01:14"
21230970;"Выход";"2024-12-15 13:01:13"
21230971;"Выход";"2024-12-15 13:01:13"
21230972;"Выход";"2024-12-15 13:01:13"
21230973;"Вход";"2024-12-15 13:01:20"
21230974;"Вход";"2024-12-15 13:01:22"
21230975;"Выход";"2024-12-15 13:01:26"
21230976;"Выход";"2024-12-15 13:01:24"
21230977;"Вход";"2024-12-15 13:01:28"
21230980;"Вход";"2024-12-15 13:01:33"
21230981;"Вход";"2024-12-15 13:01:34"
21230982;"Вход";"2024-12-15 13:01:39"
21230983;"Вход";"2024-12-15 13:01:42"
21230984;"Вход";"2024-12-15 13:01:54"
21230987;"Вход";"2024-12-15 13:02:11"
21230988;"Вход";"2024-12-15 13:02:11"
21230989;"Выход";"2024-12-15 13:02:17"
21230990;"Выход";"2024-12-15 13:02:18"
21230991;"Вход";"2024-12-15 13:02:23"
21230992;"Вход";"2024-12-15 13:02:27"
21230993;"Вход";"2024-12-15 13:02:48"
21230994;"Вход";"2024-12-15 13:02:48"
21230995;"Вход";"2024-12-15 13:02:52"
21230996;"Вход";"2024-12-15 13:02:52"
21231001;"Выход";"2024-12-15 13:03:23"
21231002;"Выход";"2024-12-15 13:03:21"
21231003;"Выход";"2024-12-15 13:03:21"
21231004;"Вход";"2024-12-15 13:03:49"
21231005;"Вход";"2024-12-15 13:03:50"
21231006;"Выход";"2024-12-15 13:04:43"
21231007;"Выход";"2024-12-15 13:04:17"
21231010;"Выход";"2024-12-15 13:05:15"
21231011;"Выход";"2024-12-15 13:05:12"
21231012;"Вход";"2024-12-15 13:05:26"
21231013;"Вход";"2024-12-15 13:05:26"
21231014;"Выход";"2024-12-15 13:05:45"
21231015;"Вход";"2024-12-15 13:05:44"
21231016;"Выход";"2024-12-15 13:05:46"
21231017;"Выход";"2024-12-15 13:06:01"
21231018;"Вход";"2024-12-15 13:05:46"
21231019;"Вход";"2024-12-15 13:05:48"
21231020;"Вход";"2024-12-15 13:05:50"
21231021;"Вход";"2024-12-15 13:05:50"
21231022;"Вход";"2024-12-15 13:06:17"
21231023;"Вход";"2024-12-15 13:06:21"
21231024;"Выход";"2024-12-15 13:06:50"
21231025;"Выход";"2024-12-15 13:07:14"
21231026;"Выход";"2024-12-15 13:07:12"
21231029;"Вход";"2024-12-15 13:07:21"
21231030;"Вход";"2024-12-15 13:07:23"
21231031;"Вход";"2024-12-15 13:07:23"
21231032;"Вход";"2024-12-15 13:07:26"
21231033;"Вход";"2024-12-15 13:07:30"
21231034;"Выход";"2024-12-15 13:07:32"
21231037;"Выход";"2024-12-15 13:07:52"
21231038;"Выход";"2024-12-15 13:07:33"
21231039;"Выход";"2024-12-15 13:07:36"
21231040;"Выход";"2024-12-15 13:07:40"
21231041;"Вход";"2024-12-15 13:07:42"
21231042;"Вход";"2024-12-15 13:07:45"
21231043;"Вход";"2024-12-15 13:07:45"
21231044;"Вход";"2024-12-15 13:07:49"
21231045;"Вход";"2024-12-15 13:07:50"
21231046;"Вход";"2024-12-15 13:07:52"
21231047;"Выход";"2024-12-15 13:08:11"
21231049;"Выход";"2024-12-15 13:08:28"
21231051;"Вход";"2024-12-15 13:08:20"
21231052;"Вход";"2024-12-15 13:08:20"
21231053;"Вход";"2024-12-15 13:08:21"
21231054;"Выход";"2024-12-15 13:09:00"
21231057;"Выход";"2024-12-15 13:09:01"
21231058;"Выход";"2024-12-15 13:09:02"
21231059;"Выход";"2024-12-15 13:09:05"
21231060;"Выход";"2024-12-15 13:09:03"
21231061;"Выход";"2024-12-15 13:09:06"
21231062;"Вход";"2024-12-15 13:09:06"
21231063;"Вход";"2024-12-15 13:09:19"
21231064;"Выход";"2024-12-15 13:09:37"
21231067;"Выход";"2024-12-15 13:09:41"
21231068;"Выход";"2024-12-15 13:09:43"
21231069;"Вход";"2024-12-15 13:09:44"
21231070;"Вход";"2024-12-15 13:09:55"
21231071;"Выход";"2024-12-15 13:10:09"
21231072;"Выход";"2024-12-15 13:10:10"
21231073;"Выход";"2024-12-15 13:10:10"
21231074;"Выход";"2024-12-15 13:10:11"
21231075;"Выход";"2024-12-15 13:10:13"
21231078;"Вход";"2024-12-15 13:10:16"
21231079;"Выход";"2024-12-15 13:10:13"
21231080;"Вход";"2024-12-15 13:10:14"
21231081;"Вход";"2024-12-15 13:10:37"
21231082;"Вход";"2024-12-15 13:10:38"
21231083;"Вход";"2024-12-15 13:10:38"
21231084;"Выход";"2024-12-15 13:10:47"
21231085;"Выход";"2024-12-15 13:10:47"
21231086;"Выход";"2024-12-15 13:11:04"
21231087;"Выход";"2024-12-15 13:10:48"
21231088;"Вход";"2024-12-15 13:11:07"
21231089;"Выход";"2024-12-15 13:11:23"
21231090;"Выход";"2024-12-15 13:11:10"
21231091;"Выход";"2024-12-15 13:11:38"
21231092;"Выход";"2024-12-15 13:11:23"
21231093;"Вход";"2024-12-15 13:11:41"
21231094;"Вход";"2024-12-15 13:11:42"
21231095;"Выход";"2024-12-15 13:12:12"
21231096;"Выход";"2024-12-15 13:12:05"
21231097;"Выход";"2024-12-15 13:12:06"
21231098;"Вход";"2024-12-15 13:12:11"
21231099;"Вход";"2024-12-15 13:12:12"
21231100;"Выход";"2024-12-15 13:12:13"
21231101;"Выход";"2024-12-15 13:12:14"
21231102;"Вход";"2024-12-15 13:12:36"
21231103;"Вход";"2024-12-15 13:12:50"
21231104;"Вход";"2024-12-15 13:12:50"
21231105;"Вход";"2024-12-15 13:12:51"
21231106;"Вход";"2024-12-15 13:12:56"
21231107;"Вход";"2024-12-15 13:12:58"
21231108;"Вход";"2024-12-15 13:12:59"
21231109;"Вход";"2024-12-15 13:13:01"
21231110;"Выход";"2024-12-15 13:13:05"
21231111;"Выход";"2024-12-15 13:13:05"
21231112;"Выход";"2024-12-15 13:13:06"
21231113;"Выход";"2024-12-15 13:13:06"
21231116;"Выход";"2024-12-15 13:13:07"
21231117;"Выход";"2024-12-15 13:13:18"
21231118;"Выход";"2024-12-15 13:13:31"
21231119;"Выход";"2024-12-15 13:13:19"
21231120;"Выход";"2024-12-15 13:13:19"
21231121;"Выход";"2024-12-15 13:13:29"
21231122;"Выход";"2024-12-15 13:13:29"
21231123;"Выход";"2024-12-15 13:13:34"
21231124;"Выход";"2024-12-15 13:13:34"
21231125;"Выход";"2024-12-15 13:13:35"
21231128;"Вход";"2024-12-15 13:13:42"
21231129;"Вход";"2024-12-15 13:13:54"
21231130;"Вход";"2024-12-15 13:13:57"
21231131;"Вход";"2024-12-15 13:13:55"
21231132;"Вход";"2024-12-15 13:13:55"
21231133;"Вход";"2024-12-15 13:13:56"
21231134;"Выход";"2024-12-15 13:14:08"
21231135;"Вход";"2024-12-15 13:14:29"
21231136;"Вход";"2024-12-15 13:14:29"
21231137;"Вход";"2024-12-15 13:14:31"
21231138;"Вход";"2024-12-15 13:14:32"
21231139;"Вход";"2024-12-15 13:14:34"
21231140;"Вход";"2024-12-15 13:14:34"
21231141;"Вход";"2024-12-15 13:14:49"
21231142;"Выход";"2024-12-15 13:14:50"
21231143;"Выход";"2024-12-15 13:14:51"
21231144;"Вход";"2024-12-15 13:14:49"
21231147;"Вход";"2024-12-15 13:15:12"
21231148;"Вход";"2024-12-15 13:15:13"
21231149;"Выход";"2024-12-15 13:15:43"
21231152;"Вход";"2024-12-15 13:15:42"
21231153;"Выход";"2024-12-15 13:15:56"
21231154;"Выход";"2024-12-15 13:15:54"
21231155;"Выход";"2024-12-15 13:15:55"
21231156;"Выход";"2024-12-15 13:16:09"
21231157;"Выход";"2024-12-15 13:15:56"
21231158;"Вход";"2024-12-15 13:16:08"
21231159;"Вход";"2024-12-15 13:16:09"
21231160;"Вход";"2024-12-15 13:16:10"
21231161;"Выход";"2024-12-15 13:16:14"
21231163;"Выход";"2024-12-15 13:16:14"
21231164;"Вход";"2024-12-15 13:16:18"
21231166;"Выход";"2024-12-15 13:16:22"
21231167;"Выход";"2024-12-15 13:16:20"
21231168;"Вход";"2024-12-15 13:16:26"
21231169;"Выход";"2024-12-15 13:17:05"
21231170;"Выход";"2024-12-15 13:16:39"
21231171;"Выход";"2024-12-15 13:16:39"
21231172;"Вход";"2024-12-15 13:16:46"
21231173;"Выход";"2024-12-15 13:17:14"
21231176;"Вход";"2024-12-15 13:17:17"
21231177;"Вход";"2024-12-15 13:17:22"
21231178;"Выход";"2024-12-15 13:17:33"
21231179;"Выход";"2024-12-15 13:17:37"
21231182;"Вход";"2024-12-15 13:17:39"
21231183;"Вход";"2024-12-15 13:17:41"
21231184;"Вход";"2024-12-15 13:17:40"
21231185;"Вход";"2024-12-15 13:17:40"
21231186;"Вход";"2024-12-15 13:18:01"
21231187;"Вход";"2024-12-15 13:18:02"
21231188;"Вход";"2024-12-15 13:18:06"
21231189;"Вход";"2024-12-15 13:18:08"
21231190;"Выход";"2024-12-15 13:18:16"
21231191;"Выход";"2024-12-15 13:18:28"
21231192;"Выход";"2024-12-15 13:18:27"
21231193;"Выход";"2024-12-15 13:18:29"
21231194;"Вход";"2024-12-15 13:18:32"
21231195;"Выход";"2024-12-15 13:18:40"
21231196;"Выход";"2024-12-15 13:18:44"
21231197;"Выход";"2024-12-15 13:18:41"
21231200;"Выход";"2024-12-15 13:18:42"
21231203;"Выход";"2024-12-15 13:18:47"
21231204;"Выход";"2024-12-15 13:18:53"
21231205;"Выход";"2024-12-15 13:18:50"
21231206;"Вход";"2024-12-15 13:18:51"
21231207;"Выход";"2024-12-15 13:18:53"
21231208;"Выход";"2024-12-15 13:19:03"
21231209;"Вход";"2024-12-15 13:19:07"
21231210;"Вход";"2024-12-15 13:19:09"
21231211;"Вход";"2024-12-15 13:19:08"
21231212;"Вход";"2024-12-15 13:19:11"
21231213;"Вход";"2024-12-15 13:19:10"
21231214;"Вход";"2024-12-15 13:19:15"
21231215;"Вход";"2024-12-15 13:19:15"
21231216;"Вход";"2024-12-15 13:19:17"
21231217;"Вход";"2024-12-15 13:19:20"
21231218;"Вход";"2024-12-15 13:19:24"
21231219;"Вход";"2024-12-15 13:19:24"
21231220;"Выход";"2024-12-15 13:20:09"
21231221;"Выход";"2024-12-15 13:20:11"
21231222;"Вход";"2024-12-15 13:20:37"
21231223;"Вход";"2024-12-15 13:20:38"
21231224;"Вход";"2024-12-15 13:20:50"
21231225;"Вход";"2024-12-15 13:20:57"
21231226;"Выход";"2024-12-15 13:21:15"
21231227;"Вход";"2024-12-15 13:21:11"
21231228;"Вход";"2024-12-15 13:21:27"
21231229;"Вход";"2024-12-15 13:21:28"
21231230;"Выход";"2024-12-15 13:21:30"
21231233;"Вход";"2024-12-15 13:22:04"
21231234;"Вход";"2024-12-15 13:22:05"
21231235;"Вход";"2024-12-15 13:22:06"
21231236;"Вход";"2024-12-15 13:22:07"
21231239;"Выход";"2024-12-15 13:22:19"
21231240;"Вход";"2024-12-15 13:22:11"
21231241;"Вход";"2024-12-15 13:22:15"
21231242;"Вход";"2024-12-15 13:22:15"
21231243;"Выход";"2024-12-15 13:22:21"
21231244;"Выход";"2024-12-15 13:22:20"
21231245;"Выход";"2024-12-15 13:22:24"
21231246;"Выход";"2024-12-15 13:22:20"
21231247;"Выход";"2024-12-15 13:22:24"
21231248;"Выход";"2024-12-15 13:22:27"
21231249;"Вход";"2024-12-15 13:22:29"
21231250;"Вход";"2024-12-15 13:22:32"
21231251;"Вход";"2024-12-15 13:22:32"
21231252;"Вход";"2024-12-15 13:22:41"
21231253;"Вход";"2024-12-15 13:22:44"
21231254;"Вход";"2024-12-15 13:22:44"
21231255;"Выход";"2024-12-15 13:22:46"
21231256;"Выход";"2024-12-15 13:22:48"
21231257;"Вход";"2024-12-15 13:22:47"
21231258;"Вход";"2024-12-15 13:22:48"
21231259;"Вход";"2024-12-15 13:22:49"
21231260;"Выход";"2024-12-15 13:22:59"
21231261;"Вход";"2024-12-15 13:22:54"
21231264;"Выход";"2024-12-15 13:23:04"
21231265;"Выход";"2024-12-15 13:23:05"
21231266;"Выход";"2024-12-15 13:23:03"
21231269;"Выход";"2024-12-15 13:23:13"
21231270;"Вход";"2024-12-15 13:23:30"
21231271;"Вход";"2024-12-15 13:23:31"
21231272;"Вход";"2024-12-15 13:23:33"
21231273;"Вход";"2024-12-15 13:23:33"
21231274;"Вход";"2024-12-15 13:23:35"
21231275;"Вход";"2024-12-15 13:23:36"
21231276;"Вход";"2024-12-15 13:23:52"
21231277;"Вход";"2024-12-15 13:23:53"
21231278;"Выход";"2024-12-15 13:24:28"
21231279;"Выход";"2024-12-15 13:24:26"
21231280;"Вход";"2024-12-15 13:24:53"
21231281;"Вход";"2024-12-15 13:24:55"
21231282;"Вход";"2024-12-15 13:24:54"
21231283;"Вход";"2024-12-15 13:25:00"
21231284;"Вход";"2024-12-15 13:25:23"
21231285;"Вход";"2024-12-15 13:25:26"
21231286;"Вход";"2024-12-15 13:25:27"
21231287;"Вход";"2024-12-15 13:25:27"
21231288;"Вход";"2024-12-15 13:25:29"
21231289;"Вход";"2024-12-15 13:25:29"
21231290;"Вход";"2024-12-15 13:25:45"
21231291;"Выход";"2024-12-15 13:26:04"
21231292;"Выход";"2024-12-15 13:25:47"
21231293;"Выход";"2024-12-15 13:25:47"
21231296;"Вход";"2024-12-15 13:26:10"
21231297;"Выход";"2024-12-15 13:26:17"
21231298;"Выход";"2024-12-15 13:26:21"
21231299;"Вход";"2024-12-15 13:26:34"
21231300;"Вход";"2024-12-15 13:26:38"
21231301;"Вход";"2024-12-15 13:26:42"
21231302;"Вход";"2024-12-15 13:26:43"
21231303;"Вход";"2024-12-15 13:26:44"
21231304;"Вход";"2024-12-15 13:26:46"
21231307;"Вход";"2024-12-15 13:26:46"
21231308;"Вход";"2024-12-15 13:26:46"
21231309;"Выход";"2024-12-15 13:27:02"
21231310;"Выход";"2024-12-15 13:27:00"
21231311;"Вход";"2024-12-15 13:27:06"
21231312;"Вход";"2024-12-15 13:27:09"
21231313;"Выход";"2024-12-15 13:28:12"
21231314;"Выход";"2024-12-15 13:28:09"
21231315;"Выход";"2024-12-15 13:28:21"
21231316;"Вход";"2024-12-15 13:28:23"
21231317;"Вход";"2024-12-15 13:28:24"
21231318;"Выход";"2024-12-15 13:28:35"
21231319;"Выход";"2024-12-15 13:28:35"
21231320;"Вход";"2024-12-15 13:28:34"
21231321;"Выход";"2024-12-15 13:28:49"
21231324;"Вход";"2024-12-15 13:28:39"
21231327;"Вход";"2024-12-15 13:28:38"
21231328;"Вход";"2024-12-15 13:28:39"
21231329;"Выход";"2024-12-15 13:28:48"
21231330;"Выход";"2024-12-15 13:28:48"
21231333;"Выход";"2024-12-15 13:29:00"
21231334;"Выход";"2024-12-15 13:29:14"
21231335;"Выход";"2024-12-15 13:28:59"
21231338;"Выход";"2024-12-15 13:29:38"
